,FECHA_DOC,PRECIO_UNITARIO,CVE_ART,COSTO_TOTAL_CALCULADO
1370,2022-12-09,1166.63,TUA00401,720.39
1371,2022-12-09,576.65,TUE00206,733.23
1372,2022-12-09,485.0,TP0011,144.4
1373,2022-12-09,315.0,TP0012,172.8
1374,2022-12-09,3045.5,TUA00489,0.0
1375,2022-12-13,689.63,TU5/16X870J127V,227.18
1376,2022-12-13,3416.0,CS14D2017B20,444.27
1377,2022-12-13,815.0,TP0016,222.0
1378,2022-12-13,1449.3,TUA00488,1364.17
1379,2022-12-13,395.29,TP0005,584.96
1380,2022-12-13,266.0,TP0004,389.19
1381,2022-12-13,655.5,TP0008,1226.13
1382,2022-12-13,1435.2,CBS00107,355.52
1383,2022-12-14,2278.45,TUE00081,414.88
1384,2022-12-14,1110.0,TUE00393,166.8
1385,2022-12-14,2056.2,TUE00207,2345.29
1386,2022-12-15,3053.25,ECQ-01444,4968.0
1387,2022-12-15,4810.0,EE00077,2212.51
1388,2022-12-15,976.0,ECQ-00971,721.39
1389,2022-12-15,3730.0,ECQ-00974,1311.27
1390,2022-12-15,3053.25,ECQ-01444,3866.04
1391,2022-12-16,3090.0,BO00061,1079.71
1392,2022-12-16,410.0,TP0012,57.6
1393,2022-12-19,11809.98,TUA00494,2335.2
1394,2022-12-20,2494.8,TUA00433,3722.84
1395,2022-12-20,700.0,TU5/16X203V,651.57
1396,2022-12-20,478.0,PT00091,198.93
1397,2022-12-20,792.11,CAS00083,3417.8
1398,2022-12-20,798.79,CAS00084,1376.26
1399,2022-12-20,729.57,PJ31A1I1A000,1160.05
1400,2022-12-20,737.62,PJ31A1I1A400,1181.01
1401,2022-12-21,1357.5,CS58R2200A01,4055.46
1402,2022-12-21,1325.07,TUA00493,0.0
1403,2022-12-22,1981.88,CBS00109,5337.9
1404,2022-12-22,3730.0,ECQ-00974,1392.92
1405,2022-12-22,488.0,70001698,1073.25
1406,2022-12-22,759.0,CAS00035,2726.1
1407,2022-12-22,5668.99,RP00230,1319.88
1408,2022-12-22,2300.0,RP00231,99.68
1409,2022-12-22,2959.68,TUA00492,7120.54
1410,2022-12-22,732.0,TP0016,635.0
1411,2022-12-22,1000.0,TU5/16X230MM,226.23
1412,2022-12-23,12500.0,TUA00325,4579.08
1413,2022-12-23,1897.27,RB00007,390.43
1414,2022-12-23,510.0,TP00018,153.49
1415,2022-12-23,1888.0,BP00006,1767.02
1416,2022-12-23,439.15,PJ31Q1G1A400,369.62
1417,2022-12-23,925.82,BL00002,130.63
1418,2022-12-23,1910.5,BN00145,572.25
1419,2022-12-23,2020.42,BN00146,843.82
1420,2022-12-23,1177.07,PT00079,954.32
1421,2022-12-23,712.0,CS12F1040A00,613.88
1422,2022-12-23,718.6,CS12H1050A00,628.12
1423,2022-12-23,2182.35,TUE00394,1789.64
1424,2022-12-23,5909.84,TUA00470,1884.35
1425,2022-12-23,1406.0,RB00007,806.55
